Board;WhiteNr;WhiteFideId;WhiteName;WhiteElo;WhitePoints;Result;BlackPoints;BlackElo;BlackName;BlackFideId;BlackNr
1;1;8933991;"Ma, Tim";1861;4.0;1-0;3.0;1222;"Altay, Cagan Deniz";9013796;5
2;4;8902355;"Leenen, Bing";1302;3.0;1/2-1/2;3.0;1475;"Leenen, Pomme";8902344;3
3;12;9091962;"Chaudhuri, Aarini";0;2.5;0-1;3.0;1220;"Kokkula, Advaith Krishna";9054606;6
4;14;9100641;"Marupudi, Maurya Kiran";0;2.0;0-1;2.0;1498;"Pata, Teodor-Stefan";9022409;2
5;8;8974768;"Lalkota, Srikar";1054;2.0;1/2-1/2;2.0;0;"Satya Penugurti, Advika";9100674;15
6;13;9100454;"Do, Leo";0;2.0;1-0;1.0;773;"Spahiev, Jordan";8999507;10
7;7;9083679;"Ding, David";1207;1.0;1/2-1/2;1.0;737;"Methlouthi, Youssef";9021144;11
-;9;8999111;"Udhaya Kumar, Medhini";841;0.5;1;;;pairing allocated bye
