Board;WhiteNr;WhiteFideId;WhiteName;WhiteElo;WhitePoints;Result;BlackPoints;BlackElo;BlackName;BlackFideId;BlackNr
1;1;8845001;"Vogels, Mathijs";1838;0.0;1-0;0.0;0;"Killic, Tuncay";9013598;8
2;2;8831482;"Hompes, Roel";1750;0.0;1-0;0.0;1330;"Fusers, Jonne";8783643;7
3;3;8710207;"Mathijssen, Koen";1659;0.0;1-0;0.0;1346;"Tromm, Amber";8783654;6
4;4;8712627;"Yildirim, Azra";1644;0.0;1-0;0.0;1347;"Kursten, Gwen";8784600;5
