Board;WhiteNr;WhiteFideId;WhiteName;WhiteElo;WhitePoints;Result;BlackPoints;BlackElo;BlackName;BlackFideId;BlackNr
1;4;8871038;"Zhang, Melody";1477;0.0;0-1;3.0;1685;"Ganeshram, Niranjana";8862249;2
2;5;8831471;"Fusers, Lorijn";1216;2.0;0-1;2.0;1689;"Elangkumaran, Anumitra";8925125;1
-;3;8860687;"Van Boxel, Marit";1580;1.0;1;;;
