Board;WhiteNr;WhiteFideId;WhiteName;WhiteElo;WhitePoints;Result;BlackPoints;BlackElo;BlackName;BlackFideId;BlackNr
1;6;9091962;"Chaudhuri, Aarini";0;0.0;1-0;0.0;1028;"Thijssen, Lucia";8947026;5
2;1;8862249;"Ganeshram, Niranjana";1685;3.0;0-1;3.0;1402;"Omnes, Zoë";8961678;4
3;2;8871038;"Zhang, Melody";1477;2.0;0-1;1.0;1475;"Leenen, Pomme";8902344;3
